u,i,ts,w
285,33,1,3
293,50,1,13
203,50,1,24
139,123,1,6
203,67,1,13
203,297,1,11
317,33,1,6
313,47,1,6
313,33,1,4
49,287,1,1
313,33,1,4
285,33,1,3
175,310,1,2
8,7,1,56
175,305,1,1
175,298,1,1
175,318,1,1
175,299,1,1
143,192,1,8
281,66,1,2
175,314,1,1
175,315,1,1
8,7,1,56
287,49,1,2
227,120,1,2
317,33,1,6
317,123,1,4
281,33,1,9
211,5,1,18
296,33,1,3
123,317,1,2
288,211,1,3
296,87,1,2
139,123,1,6
253,307,1,4
8,7,1,56
82,312,1,1
102,317,1,1
139,123,1,6
8,7,1,56
33,317,1,1
296,33,1,3
143,287,1,1
213,153,1,1
211,5,1,18
211,5,1,18
35,298,1,3
143,87,1,3
307,253,1,5
100,183,1,5
8,7,1,56
211,5,1,18
253,307,1,4
210,287,1,3
93,319,1,2
281,213,1,2
210,259,1,2
317,123,1,4
35,210,1,12
211,210,1,6
287,210,1,2
317,33,1,6
210,227,1,4
210,287,1,3
193,87,1,2
211,210,1,6
143,289,1,3
26,193,1,2
193,87,1,2
211,33,1,10
8,31,1,25
8,7,1,56
175,232,1,2
123,317,1,2
175,31,1,2
43,98,1,4
143,47,1,14
143,50,1,1
317,33,1,6
8,7,1,56
317,33,1,6
317,123,1,4
175,31,1,2
211,33,1,10
227,314,1,1
43,98,1,4
31,183,1,5
8,315,1,8
320,143,1,1
143,98,1,10
43,98,1,4
66,31,1,19
8,7,1,56
183,100,1,5
40,183,1,2
66,31,1,19
66,31,1,19
192,314,1,1
143,192,1,8
8,7,1,56
8,298,1,9
8,259,1,3
8,131,1,1
143,98,1,10
143,321,1,1
43,98,1,4
143,192,1,8
280,322,1,33
98,143,1,1
143,192,1,8
143,98,1,10
94,51,1,2
51,94,1,2
102,323,1,14
94,51,1,2
102,323,1,14
62,154,1,4
175,323,1,1
296,324,1,14
296,324,1,14
143,98,1,10
43,298,1,2
208,298,1,2
296,324,1,14
296,33,1,3
59,307,1,11
102,323,1,14
143,98,1,10
50,323,1,16
154,62,1,2
296,324,1,14
323,50,1,16
77,325,1,1
50,323,1,16
323,50,1,16
62,154,1,4
50,323,1,16
323,50,1,16
296,324,1,14
280,143,1,2
50,323,1,16
143,192,1,8
66,62,1,7
211,208,1,3
323,50,1,16
143,98,1,10
192,143,1,3
50,323,1,16
296,324,1,14
143,192,1,8
33,323,1,2
322,33,1,2
143,98,1,10
62,66,1,2
143,192,1,8
296,324,1,14
306,324,1,1
143,98,1,10
211,50,1,13
296,324,1,14
323,50,1,16
26,193,1,2
296,324,1,14
323,33,1,1
143,47,1,14
143,47,1,14
33,323,1,2
318,33,1,3
47,143,1,2
318,324,1,3
33,87,1,1
211,50,1,13
143,98,1,10
296,324,1,14
51,94,1,2
318,324,1,3
143,47,1,14
318,33,1,3
203,326,1,1
296,324,1,14
203,67,1,13
203,50,1,24
50,323,1,16
324,318,1,1
323,50,1,16
296,324,1,14
51,327,1,1
280,143,1,2
102,323,1,14
50,323,1,16
323,328,1,9
296,324,1,14
211,50,1,13
328,323,1,8
61,77,1,1
296,324,1,14
71,290,1,2
323,50,1,16
211,50,1,13
323,328,1,9
8,293,1,1
328,323,1,8
102,323,1,14
8,96,1,10
203,67,1,13
8,317,1,3
127,328,1,2
8,77,1,1
37,51,1,2
8,51,1,3
307,59,1,8
8,329,1,1
50,51,1,1
8,85,1,1
50,330,1,1
37,287,1,39
37,287,1,39
331,332,1,1
323,328,1,9
50,323,1,16
8,60,1,2
8,261,1,1
37,287,1,39
11,167,1,3
323,50,1,16
8,287,1,18
50,323,1,16
8,287,1,18
11,287,1,15
61,259,1,2
127,323,1,7
11,287,1,15
280,322,1,33
323,50,1,16
8,287,1,18
312,77,1,1
280,322,1,33
37,287,1,39
11,287,1,15
8,287,1,18
8,315,1,8
50,323,1,16
323,50,1,16
302,315,1,3
11,287,1,15
37,287,1,39
8,315,1,8
50,323,1,16
102,323,1,14
37,287,1,39
11,287,1,15
66,89,1,1
323,50,1,16
302,315,1,3
8,287,1,18
37,287,1,39
315,302,1,1
11,287,1,15
333,127,1,7
302,315,1,3
280,322,1,33
37,287,1,39
334,33,1,13
102,323,1,14
50,323,1,16
8,315,1,8
37,287,1,39
11,287,1,15
37,287,1,39
322,280,1,61
11,287,1,15
8,287,1,18
37,287,1,39
11,287,1,15
102,323,1,14
37,287,1,39
323,50,1,16
322,280,1,61
37,287,1,39
322,280,1,61
50,323,1,16
11,287,1,15
8,96,1,10
8,287,1,18
323,50,1,16
322,280,1,61
11,287,1,15
11,287,1,15
8,281,1,50
11,287,1,15
323,328,1,9
280,322,1,33
332,318,1,2
8,287,1,18
322,280,1,61
331,280,1,27
8,315,1,8
328,323,1,8
8,287,1,18
322,280,1,61
8,287,1,18
322,280,1,61
331,280,1,27
280,322,1,33
335,314,1,1
8,287,1,18
322,280,1,61
322,280,1,61
127,323,1,7
8,287,1,18
331,280,1,27
8,287,1,18
8,287,1,18
8,287,1,18
280,322,1,33
8,287,1,18
334,33,1,13
335,332,1,2
334,33,1,13
322,280,1,61
127,323,1,7
307,332,1,4
331,280,1,27
332,307,1,3
8,287,1,18
331,280,1,27
331,280,1,27
331,280,1,27
322,280,1,61
334,33,1,13
322,280,1,61
280,322,1,33
8,287,1,18
35,188,1,31
332,328,1,1
322,280,1,61
322,280,1,61
322,332,1,1
334,33,1,13
33,100,1,3
40,96,1,3
35,74,1,4
102,323,1,14
328,332,1,1
331,280,1,27
127,220,1,1
102,315,1,3
322,280,1,61
35,210,1,12
40,307,1,8
259,210,1,2
127,323,1,7
334,33,1,13
336,280,1,14
102,323,1,14
33,312,1,23
40,307,1,8
336,259,1,1
336,280,1,14
280,253,1,7
33,312,1,23
336,280,1,14
334,33,1,13
40,307,1,8
253,280,1,4
61,259,1,2
334,33,1,13
219,220,1,5
307,310,1,6
175,310,1,2
102,323,1,14
334,33,1,13
127,328,1,2
323,50,1,16
40,307,1,8
40,307,1,8
40,307,1,8
102,323,1,14
8,307,1,9
337,259,1,1
259,337,1,3
102,323,1,14
259,337,1,3
253,310,1,3
334,33,1,13
310,307,1,2
262,310,1,4
310,253,1,2
253,310,1,3
262,310,1,4
8,307,1,9
307,310,1,6
334,33,1,13
190,314,1,1
102,310,1,4
334,190,1,2
334,33,1,13
310,49,1,1
310,253,1,2
310,307,1,2
33,310,1,1
307,310,1,6
253,310,1,3
8,307,1,9
334,190,1,2
8,310,1,4
102,310,1,4
102,323,1,14
8,307,1,9
8,307,1,9
8,310,1,4
102,310,1,4
8,310,1,4
253,7,1,6
8,307,1,9
203,338,1,1
102,310,1,4
323,328,1,9
328,323,1,8
8,281,1,50
323,328,1,9
312,33,1,15
312,33,1,15
328,323,1,8
323,328,1,9
33,312,1,23
33,312,1,23
328,323,1,8
52,33,1,1
49,310,1,1
52,339,1,1
52,307,1,5
52,304,1,3
52,340,1,2
312,33,1,15
47,310,1,3
337,318,1,2
33,312,1,23
318,33,1,3
318,332,1,3
318,337,1,7
341,259,1,1
66,31,1,19
50,323,1,16
318,332,1,3
318,324,1,3
316,310,1,4
96,337,1,3
96,190,1,5
33,342,1,1
33,298,1,3
298,33,1,2
33,298,1,3
119,221,1,2
343,208,1,1
31,7,1,12
40,119,1,2
46,77,1,1
344,55,1,2
344,317,1,2
298,33,1,2
33,298,1,3
312,33,1,15
219,31,1,3
62,31,1,4
293,50,1,13
43,298,1,2
43,33,1,4
331,307,1,6
87,143,1,2
276,5,1,1
43,33,1,4
52,307,1,5
52,345,1,1
318,332,1,3
296,87,1,2
313,332,1,4
234,346,1,1
313,227,1,4
337,347,1,3
313,94,1,2
318,337,1,7
318,337,1,7
313,47,1,6
348,7,1,2
318,337,1,7
348,318,1,1
316,307,1,33
316,307,1,33
8,232,1,2
316,307,1,33
43,307,1,4
316,307,1,33
316,307,1,33
316,307,1,33
316,307,1,33
316,307,1,33
316,307,1,33
262,307,1,11
316,307,1,33
316,307,1,33
96,337,1,3
316,307,1,33
316,307,1,33
316,307,1,33
316,307,1,33
316,307,1,33
316,307,1,33
316,307,1,33
262,307,1,11
316,307,1,33
316,307,1,33
307,262,1,5
262,307,1,11
102,96,1,2
316,262,1,11
307,280,1,27
332,318,1,2
316,262,1,11
316,262,1,11
316,262,1,11
280,307,1,25
316,262,1,11
190,346,1,1
316,253,1,13
316,253,1,13
316,253,1,13
316,253,1,13
316,253,1,13
316,262,1,11
316,253,1,13
316,262,1,11
316,253,1,13
316,253,1,13
316,253,1,13
33,312,1,23
43,33,1,4
316,253,1,13
316,253,1,13
336,253,1,3
336,253,1,3
336,253,1,3
336,280,1,14
331,280,1,27
316,190,1,3
316,253,1,13
331,280,1,27
253,301,1,6
301,280,1,3
316,190,1,3
301,253,1,5
316,190,1,3
253,301,1,6
336,280,1,14
336,280,1,14
50,323,1,16
301,253,1,5
316,262,1,11
316,253,1,13
262,280,1,14
280,262,1,18
253,301,1,6
271,262,1,2
262,253,1,3
301,253,1,5
280,262,1,18
262,280,1,14
253,301,1,6
301,253,1,5
253,301,1,6
280,262,1,18
302,297,1,4
262,280,1,14
301,253,1,5
323,50,1,16
253,301,1,6
280,262,1,18
262,280,1,14
280,262,1,18
331,280,1,27
280,262,1,18
331,280,1,27
262,280,1,14
336,280,1,14
280,262,1,18
280,262,1,18
336,280,1,14
262,280,1,14
295,62,1,4
262,280,1,14
280,262,1,18
280,262,1,18
280,262,1,18
336,280,1,14
336,280,1,14
280,307,1,25
280,253,1,7
262,280,1,14
336,280,1,14
336,280,1,14
262,280,1,14
280,262,1,18
262,280,1,14
316,280,1,17
52,340,1,2
26,183,1,6
280,301,1,8
203,183,1,4
159,71,1,3
159,71,1,3
26,183,1,6
307,280,1,27
211,262,1,9
26,183,1,6
280,307,1,25
50,323,1,16
323,50,1,16
349,5,1,4
350,298,1,1
349,298,1,2
238,348,1,2
303,227,1,1
262,351,1,1
349,298,1,2
318,348,1,1
100,207,1,3
352,253,1,2
102,133,1,4
352,253,1,2
316,318,1,3
175,100,1,15
316,307,1,33
280,351,1,2
61,353,1,1
315,354,1,54
315,262,1,14
315,280,1,1
102,352,1,1
280,315,1,1
271,315,1,4
98,348,1,2
203,183,1,4
171,127,1,2
320,232,1,1
5,251,1,2
7,348,1,1
331,280,1,27
276,262,1,9
2,50,1,7
355,62,1,1
307,280,1,27
236,190,1,1
356,357,1,3
31,262,1,2
2,50,1,7
288,358,1,1
175,100,1,15
307,280,1,27
280,307,1,25
307,280,1,27
203,183,1,4
203,270,1,2
331,307,1,6
331,307,1,6
68,348,1,1
190,236,1,2
68,154,1,1
331,307,1,6
262,31,1,1
290,31,1,2
290,71,1,1
316,307,1,33
288,85,1,1
2,50,1,7
71,290,1,2
322,339,1,2
322,280,1,61
331,262,1,2
262,315,1,13
60,104,1,2
60,104,1,2
322,33,1,2
315,262,1,14
322,280,1,61
315,262,1,14
2,307,1,3
322,280,1,61
175,60,1,2
327,51,1,1
322,280,1,61
280,322,1,33
322,280,1,61
280,322,1,33
31,290,1,3
11,359,1,2
234,190,1,3
234,262,1,1
356,357,1,3
356,127,1,1
356,174,1,1
59,193,1,2
59,193,1,2
102,313,1,2
102,359,1,2
102,157,1,1
11,359,1,2
47,313,1,2
11,315,1,1
331,315,1,1
102,359,1,2
307,336,1,1
220,210,1,2
220,127,1,1
43,307,1,4
43,307,1,4
43,307,1,4
322,280,1,61
322,339,1,2
130,296,1,13
210,220,1,2
322,101,1,5
322,190,1,3
301,280,1,3
322,101,1,5
40,307,1,8
33,312,1,23
276,262,1,9
322,190,1,3
312,33,1,15
40,307,1,8
33,312,1,23
322,190,1,3
322,87,1,42
348,7,1,2
306,47,1,3
62,73,1,5
40,31,1,6
130,296,1,13
316,262,1,11
208,241,1,6
354,315,1,56
315,354,1,54
265,49,1,1
315,262,1,14
52,304,1,3
315,307,1,4
262,315,1,13
306,47,1,3
315,262,1,14
271,315,1,4
87,322,1,22
348,296,1,1
271,262,1,2
306,47,1,3
322,87,1,42
271,315,1,4
296,348,1,7
271,315,1,4
296,348,1,7
262,315,1,13
262,315,1,13
271,259,1,1
296,247,1,2
315,262,1,14
280,322,1,33
315,262,1,14
296,348,1,7
322,280,1,61
322,280,1,61
280,301,1,8
322,280,1,61
293,338,1,1
280,322,1,33
262,315,1,13
296,348,1,7
315,262,1,14
322,280,1,61
322,280,1,61
296,348,1,7
280,322,1,33
322,87,1,42
262,315,1,13
322,280,1,61
315,262,1,14
280,322,1,33
296,348,1,7
123,322,1,3
348,96,1,1
161,160,1,5
322,280,1,61
280,322,1,33
322,280,1,61
322,280,1,61
296,348,1,7
98,348,1,2
280,322,1,33
276,307,1,1
276,360,1,1
322,280,1,61
123,322,1,3
280,322,1,33
87,322,1,22
280,322,1,33
322,280,1,61
276,361,1,3
96,315,1,1
96,348,1,4
322,87,1,42
322,280,1,61
343,127,1,1
362,363,1,1
211,50,1,13
211,210,1,6
354,315,1,56
322,280,1,61
211,262,1,9
301,280,1,3
241,208,1,4
18,301,1,5
322,280,1,61
96,348,1,4
280,322,1,33
322,280,1,61
322,280,1,61
315,354,1,54
307,315,1,3
315,307,1,4
280,301,1,8
307,315,1,3
87,322,1,22
315,307,1,4
322,87,1,42
306,280,1,4
306,280,1,4
227,313,1,4
280,322,1,33
331,280,1,27
280,322,1,33
331,280,1,27
331,280,1,27
306,253,1,4
333,363,1,4
211,87,1,3
331,280,1,27
322,101,1,5
322,280,1,61
322,87,1,42
322,280,1,61
306,253,1,4
74,312,1,5
306,280,1,4
208,364,1,1
306,253,1,4
306,280,1,4
322,74,1,6
306,253,1,4
307,253,1,5
322,87,1,42
18,330,1,2
253,307,1,4
322,74,1,6
18,364,1,11
211,74,1,5
322,74,1,6
312,74,1,4
364,208,1,1
322,123,1,16
18,364,1,11
322,74,1,6
74,312,1,5
211,87,1,3
344,317,1,2
322,123,1,16
18,364,1,11
18,364,1,11
18,364,1,11
211,74,1,5
307,59,1,8
312,74,1,4
307,253,1,5
18,364,1,11
285,220,1,3
8,307,1,9
87,211,1,1
18,364,1,11
73,62,1,3
74,312,1,5
87,357,1,2
8,307,1,9
312,74,1,4
71,336,1,3
357,87,1,2
322,74,1,6
8,176,1,21
8,310,1,4
74,312,1,5
35,74,1,4
87,357,1,2
8,365,1,3
322,280,1,61
8,357,1,3
18,364,1,11
322,74,1,6
35,74,1,4
211,87,1,3
59,307,1,11
357,87,1,2
211,223,1,3
35,74,1,4
96,348,1,4
285,366,1,1
18,364,1,11
8,281,1,50
8,357,1,3
18,364,1,11
285,201,1,4
285,201,1,4
285,201,1,4
8,357,1,3
18,364,1,11
367,366,1,2
211,74,1,5
354,315,1,56
35,360,1,1
127,235,1,23
333,127,1,7
366,367,1,1
253,336,1,1
253,280,1,4
253,280,1,4
280,253,1,7
19,20,1,2
253,280,1,4
19,274,1,3
367,366,1,2
74,312,1,5
8,211,1,10
31,62,1,4
211,74,1,5
62,73,1,5
62,31,1,4
367,287,1,5
326,143,1,1
73,62,1,3
287,367,1,4
31,62,1,4
143,280,1,1
31,262,1,2
312,74,1,4
143,87,1,3
62,73,1,5
62,31,1,4
367,287,1,5
96,348,1,4
96,326,1,1
315,354,1,54
143,141,1,12
287,367,1,4
73,62,1,3
367,287,1,5
354,315,1,56
313,227,1,4
143,368,1,1
287,367,1,4
322,280,1,61
313,47,1,6
211,73,1,1
143,369,1,1
313,47,1,6
62,73,1,5
370,305,1,2
313,94,1,2
367,287,1,5
310,47,1,2
143,358,1,1
287,367,1,4
322,371,1,1
367,287,1,5
62,73,1,5
315,354,1,54
211,74,1,5
288,211,1,3
143,282,1,4
354,315,1,56
315,354,1,54
315,262,1,14
262,315,1,13
276,190,1,5
315,262,1,14
143,47,1,14
354,315,1,56
262,315,1,13
315,354,1,54
331,280,1,27
234,190,1,3
372,307,1,9
247,282,1,3
307,372,1,10
307,372,1,10
337,143,1,1
211,262,1,9
307,280,1,27
247,373,1,3
102,315,1,3
354,315,1,56
315,354,1,54
354,315,1,56
219,220,1,5
315,354,1,54
354,315,1,56
315,354,1,54
102,374,1,3
371,241,1,1
127,323,1,7
102,364,1,7
43,173,1,1
43,372,1,1
102,315,1,3
367,339,1,2
94,364,1,4
43,371,1,3
371,367,1,5
8,176,1,21
280,307,1,25
8,370,1,1
43,364,1,1
364,94,1,3
280,322,1,33
307,280,1,27
8,367,1,2
43,371,1,3
371,370,1,1
280,307,1,25
339,367,1,1
47,313,1,2
367,339,1,2
371,374,1,5
94,364,1,4
47,310,1,3
331,280,1,27
235,127,1,18
364,94,1,3
371,374,1,5
94,364,1,4
371,375,1,3
375,371,1,1
375,376,1,2
364,94,1,3
334,71,1,13
371,375,1,3
101,96,1,5
334,154,1,2
336,71,1,2
102,374,1,3
334,87,1,1
102,377,1,7
102,364,1,7
102,374,1,3
175,373,1,1
8,367,1,2
336,71,1,2
52,304,1,3
247,374,1,5
374,247,1,4
334,154,1,2
247,374,1,5
71,336,1,3
334,367,1,11
378,348,1,1
334,71,1,13
331,351,1,4
334,71,1,13
334,97,1,3
334,97,1,3
334,367,1,11
334,97,1,3
40,379,1,1
40,370,1,1
97,96,1,2
334,49,1,2
40,380,1,1
334,364,1,1
40,381,1,1
40,342,1,1
334,367,1,11
40,382,1,1
334,367,1,11
334,367,1,11
102,364,1,7
334,367,1,11
127,235,1,23
334,367,1,11
367,193,1,3
193,367,1,2
334,71,1,13
367,193,1,3
334,367,1,11
334,367,1,11
367,235,1,7
367,321,1,1
334,367,1,11
334,367,1,11
170,55,1,1
367,308,1,3
61,101,1,2
61,346,1,1
175,377,1,2
175,377,1,2
31,62,1,4
31,377,1,7
188,357,1,3
316,310,1,4
299,383,1,2
40,299,1,2
40,324,1,2
96,337,1,3
308,367,1,1
371,96,1,6
371,374,1,5
0,145,1,4
0,100,1,1
0,210,1,5
0,29,1,4
69,384,1,2
276,361,1,3
153,55,1,1
320,153,1,1
26,220,1,3
78,364,1,2
78,385,1,1
227,313,1,4
238,348,1,2
385,49,1,3
385,259,1,1
318,337,1,7
375,49,1,3
49,385,1,2
49,375,1,2
385,49,1,3
375,49,1,3
375,49,1,3
385,386,1,4
385,49,1,3
29,71,1,2
276,361,1,3
276,375,1,1
62,31,1,4
375,190,1,2
211,375,1,8
211,375,1,8
211,375,1,8
370,376,1,1
310,47,1,2
375,376,1,2
211,375,1,8
310,364,1,2
387,305,1,2
377,31,1,6
188,348,1,2
313,47,1,6
49,385,1,2
49,375,1,2
8,176,1,21
358,143,1,1
33,364,1,1
0,29,1,4
384,69,1,1
253,377,1,20
344,360,1,1
344,345,1,4
364,78,1,1
364,310,1,2
203,373,1,3
71,29,1,1
203,373,1,3
203,297,1,11
144,87,1,2
203,297,1,11
203,297,1,11
188,348,1,2
69,384,1,2
203,297,1,11
203,297,1,11
190,375,1,1
388,253,1,2
62,336,1,2
62,192,1,11
336,62,1,1
211,387,1,10
262,377,1,1
211,375,1,8
211,223,1,3
389,315,1,1
26,183,1,6
390,348,1,2
348,390,1,1
211,223,1,3
377,253,1,18
377,262,1,1
391,382,1,1
318,336,1,1
386,385,1,4
392,393,1,2
394,7,1,4
394,7,1,4
392,262,1,12
395,377,1,25
394,7,1,4
175,395,1,13
385,386,1,4
385,342,1,2
175,395,1,13
8,390,1,7
8,51,1,3
307,280,1,27
7,394,1,1
8,385,1,1
8,7,1,56
175,395,1,13
288,391,1,12
40,390,1,1
288,374,1,1
40,324,1,2
288,370,1,4
253,377,1,20
288,390,1,5
307,372,1,10
307,262,1,5
262,307,1,11
377,253,1,18
259,385,1,1
253,377,1,20
392,262,1,12
377,253,1,18
392,262,1,12
253,377,1,20
280,307,1,25
280,307,1,25
392,262,1,12
392,262,1,12
377,253,1,18
371,96,1,6
320,358,1,2
371,375,1,3
282,259,1,2
371,96,2,6
253,377,2,20
392,262,2,12
307,280,2,27
253,395,2,6
377,253,2,18
253,377,2,20
61,370,2,1
377,253,2,18
253,377,2,20
0,396,2,1
395,253,2,5
253,395,2,6
320,395,2,2
395,253,2,5
31,377,2,7
31,62,2,4
326,96,2,1
253,395,2,6
356,395,2,3
377,253,2,18
377,31,2,6
395,253,2,5
331,307,2,6
356,377,2,2
356,395,2,3
253,395,2,6
253,377,2,20
219,372,2,1
356,377,2,2
31,377,2,7
219,307,2,4
219,223,2,7
356,395,2,3
395,253,2,5
219,61,2,2
253,395,2,6
219,253,2,1
377,253,2,18
375,190,2,2
219,61,2,2
377,31,2,6
253,377,2,20
253,377,2,20
377,253,2,18
253,377,2,20
203,293,2,1
31,395,2,1
397,208,2,1
31,377,2,7
320,395,2,2
253,377,2,20
354,315,2,56
398,395,2,1
377,253,2,18
377,31,2,6
144,87,2,2
144,262,2,1
31,377,2,7
398,363,2,1
398,381,2,1
208,395,2,1
398,125,2,1
398,298,2,2
398,374,2,1
31,57,2,4
377,31,2,6
31,377,2,7
398,58,2,1
288,370,2,4
398,385,2,2
398,75,2,3
397,377,2,9
399,31,2,2
73,378,2,8
73,395,2,1
397,377,2,9
73,377,2,4
398,364,2,2
377,73,2,2
397,377,2,9
398,310,2,1
47,310,2,3
398,148,2,1
372,307,2,9
399,31,2,2
315,354,2,54
315,389,2,1
397,377,2,9
227,391,2,12
372,307,2,9
377,395,2,34
395,377,2,25
395,377,2,25
377,395,2,34
377,395,2,34
399,395,2,30
35,295,2,2
11,174,2,35
73,377,2,4
35,127,2,2
35,400,2,1
399,395,2,30
377,73,2,2
73,377,2,4
11,401,2,9
395,73,2,1
395,398,2,1
11,401,2,9
399,395,2,30
11,401,2,9
11,401,2,9
399,395,2,30
11,401,2,9
211,302,2,14
364,398,2,2
399,395,2,30
367,308,2,3
399,395,2,30
94,364,2,4
8,174,2,9
8,51,2,3
8,7,2,56
29,71,2,2
309,96,2,1
8,211,2,10
402,7,2,1
8,87,2,1
8,33,2,3
401,280,2,3
322,280,2,61
175,395,2,13
302,211,2,19
175,395,2,13
302,388,2,2
43,241,2,2
175,262,2,2
43,241,2,2
392,190,2,6
190,395,2,5
7,402,2,1
392,190,2,6
395,190,2,5
175,395,2,13
395,190,2,5
190,395,2,5
392,190,2,6
395,190,2,5
8,7,2,56
399,322,2,16
175,395,2,13
190,395,2,5
395,190,2,5
392,190,2,6
40,262,2,1
392,190,2,6
175,395,2,13
8,7,2,56
383,299,2,1
8,211,2,10
5,403,2,2
211,393,2,2
175,395,2,13
8,7,2,56
175,395,2,13
397,404,2,22
175,395,2,13
8,7,2,56
175,395,2,13
397,404,2,22
175,395,2,13
397,404,2,22
8,33,2,3
190,404,2,3
397,404,2,22
8,7,2,56
8,211,2,10
404,190,2,3
397,404,2,22
397,404,2,22
313,280,2,2
193,405,2,1
102,395,2,2
5,377,2,11
397,404,2,22
102,404,2,1
377,5,2,10
388,253,2,2
388,61,2,4
397,404,2,22
388,302,2,2
190,404,2,3
397,404,2,22
404,190,2,3
397,404,2,22
190,404,2,3
404,190,2,3
377,395,2,34
78,364,2,2
280,313,2,2
280,401,2,3
280,322,2,33
40,406,2,9
8,404,2,6
403,131,2,1
313,227,2,4
313,280,2,2
377,395,2,34
211,302,2,14
280,313,2,2
296,61,2,2
8,404,2,6
377,395,2,34
102,392,2,4
8,404,2,6
8,211,2,10
296,61,2,2
8,404,2,6
73,407,2,1
8,404,2,6
377,395,2,34
8,404,2,6
408,49,2,4
200,409,2,2
409,200,2,1
200,409,2,2
200,51,2,1
213,395,2,6
40,395,2,3
395,213,2,5
213,395,2,6
102,370,2,2
395,213,2,5
377,395,2,34
102,370,2,2
213,395,2,6
377,395,2,34
395,213,2,5
307,280,2,27
408,49,2,4
40,395,2,3
211,375,2,8
280,307,2,25
307,280,2,27
213,395,2,6
40,395,2,3
395,213,2,5
280,307,2,25
213,395,2,6
307,280,2,27
307,31,2,1
343,402,2,5
395,213,2,5
259,282,2,6
213,395,2,6
5,377,2,11
280,307,2,25
343,402,2,5
307,280,2,27
271,272,2,2
62,336,2,2
26,405,2,1
296,271,2,11
343,402,2,5
343,402,2,5
262,404,2,9
343,402,2,5
302,388,2,2
2,307,2,3
37,364,2,3
367,393,2,2
2,87,2,1
320,410,2,2
320,410,2,2
87,2,2,1
233,165,2,1
320,411,2,1
401,280,2,3
306,367,2,1
280,401,2,3
211,302,2,14
404,262,2,10
102,343,2,1
171,343,2,1
8,211,2,10
8,410,2,2
8,410,2,2
371,388,2,10
371,406,2,9
393,367,2,1
408,262,2,3
371,406,2,9
367,393,2,2
5,412,2,13
320,404,2,4
211,412,2,14
130,392,2,5
37,287,2,39
130,190,2,1
320,343,2,3
26,413,2,20
37,404,2,3
388,302,2,2
37,174,2,1
414,328,2,4
26,413,2,20
413,395,2,1
302,211,2,19
412,5,2,10
26,413,2,20
82,367,2,1
211,412,2,14
5,412,2,13
343,171,2,1
26,413,2,20
8,176,2,21
324,343,2,1
320,343,2,3
26,413,2,20
320,388,2,1
68,5,2,3
102,342,2,1
37,404,2,3
68,402,2,1
26,413,2,20
203,373,2,3
37,176,2,13
324,377,2,4
211,412,2,14
320,176,2,1
316,280,2,17
302,211,2,19
320,71,2,5
316,307,2,33
211,412,2,14
320,71,2,5
415,211,2,1
26,413,2,20
26,413,2,20
324,5,2,2
280,351,2,2
211,386,2,1
5,324,2,2
322,280,2,61
211,415,2,2
302,211,2,19
31,307,2,1
324,5,2,2
5,324,2,2
130,392,2,5
66,409,2,2
322,280,2,61
66,409,2,2
302,5,2,2
302,5,2,2
356,342,2,2
66,395,2,6
276,416,2,2
356,404,2,2
276,416,2,2
130,392,2,5
302,211,2,19
211,415,2,2
356,392,2,1
66,377,2,3
412,211,2,5
356,62,2,1
322,280,2,61
130,392,2,5
316,280,2,17
316,280,2,17
356,388,2,1
310,364,2,2
310,398,2,1
211,412,2,14
68,417,2,1
316,280,2,17
322,280,2,61
40,406,2,9
377,324,2,4
412,211,2,5
364,310,2,2
377,66,2,1
377,5,2,10
377,324,2,4
5,377,2,11
26,413,2,20
322,412,2,2
377,5,2,10
302,211,2,19
95,73,2,4
349,5,2,4
40,406,2,9
349,5,2,4
211,375,2,8
5,377,2,11
349,5,2,4
322,336,2,1
51,200,2,2
320,310,2,2
322,355,2,2
320,310,2,2
211,412,2,14
377,5,2,10
375,5,2,2
68,74,2,2
334,71,2,13
18,395,2,2
2,50,2,7
40,406,2,9
2,50,2,7
5,377,2,11
5,375,2,2
130,392,2,5
334,49,2,2
288,418,2,1
334,277,2,1
377,5,2,10
5,377,2,11
302,211,2,19
160,161,2,8
18,7,2,4
377,5,2,10
18,418,2,1
248,7,2,4
101,61,2,2
324,377,2,4
5,377,2,11
324,377,2,4
248,7,2,4
320,51,2,2
377,324,2,4
43,18,2,3
324,377,2,4
248,7,2,4
334,5,2,18
377,5,2,10
397,377,2,9
377,324,2,4
397,377,2,9
95,73,2,4
73,418,2,1
397,377,2,9
211,412,2,14
397,367,2,8
50,418,2,1
43,128,2,9
5,377,2,11
397,377,2,9
95,73,2,4
334,5,2,18
377,5,2,10
227,310,2,1
95,73,2,4
2,50,2,7
18,395,2,2
5,377,2,11
2,131,2,5
397,377,2,9
211,412,2,14
397,404,2,22
61,101,2,2
334,5,2,18
248,7,2,4
211,412,2,14
397,367,2,8
302,211,2,19
334,5,2,18
50,2,2,1
322,355,2,2
35,295,2,2
262,404,2,9
397,367,2,8
334,5,2,18
322,101,2,5
2,50,2,7
334,5,2,18
412,5,2,10
211,50,2,13
397,367,2,8
293,50,2,13
322,366,2,77
334,5,2,18
18,419,2,2
18,419,2,2
5,412,2,13
322,420,2,2
397,367,2,8
293,50,2,13
334,5,2,18
412,5,2,10
211,50,2,13
397,5,2,4
211,412,2,14
367,293,2,2
397,367,2,8
334,262,2,1
293,367,2,6
144,280,2,4
412,211,2,5
367,293,2,2
211,50,2,13
397,367,2,8
